# Open-loop AC Monte Carlo simulation mismatch-only GBW
# N B M BN BM NN NV MV
1.01118E+07 1.04265E+07 9.67709E+06 1.00226E+07 1.00201E+07 2.15783E+07 2.25894E+07 2.2826E+07
1.04388E+07 1.02242E+07 1.0329E+07 1.00197E+07 1.02614E+07 2.14866E+07 2.29102E+07 2.23127E+07
1.01579E+07 1.01582E+07 1.03432E+07 9.97238E+06 9.99543E+06 2.19941E+07 2.24437E+07 2.25859E+07
1.03689E+07 1.02605E+07 9.87272E+06 1.0093E+07 1.01666E+07 2.23386E+07 2.19923E+07 2.29578E+07
1.0079E+07 1.03458E+07 9.88417E+06 1.01195E+07 9.78896E+06 2.26218E+07 2.21036E+07 2.24808E+07
1.00152E+07 1.02569E+07 1.04514E+07 9.44818E+06 1.01095E+07 2.18839E+07 2.2268E+07 2.23334E+07
9.77724E+06 1.03268E+07 1.0101E+07 1.013E+07 1.00405E+07 2.15035E+07 2.30122E+07 2.28017E+07
1.01378E+07 9.72482E+06 1.03486E+07 9.9205E+06 1.00496E+07 2.2288E+07 2.18743E+07 2.18684E+07
1.02877E+07 1.01184E+07 9.97278E+06 9.85228E+06 9.99219E+06 2.14142E+07 2.26366E+07 2.23665E+07
1.05888E+07 9.9383E+06 1.00952E+07 1.01094E+07 9.76309E+06 2.20784E+07 2.20165E+07 2.17383E+07
9.74352E+06 1.00283E+07 9.86263E+06 9.87058E+06 9.8803E+06 2.21988E+07 2.15489E+07 2.2869E+07
9.81492E+06 9.83993E+06 1.03017E+07 9.62921E+06 1.02312E+07 2.20637E+07 2.18987E+07 2.20213E+07
1.04057E+07 1.02079E+07 9.9047E+06 1.04005E+07 1.04431E+07 2.1981E+07 2.2913E+07 2.21312E+07
1.00754E+07 1.02282E+07 1.05116E+07 9.85474E+06 1.03806E+07 2.11766E+07 2.29898E+07 2.22605E+07
9.74479E+06 9.83577E+06 1.02497E+07 9.72223E+06 1.04364E+07 2.19541E+07 2.27184E+07 2.22126E+07
9.79359E+06 1.01063E+07 1.03404E+07 9.81125E+06 1.01363E+07 2.20513E+07 2.13952E+07 2.23462E+07
1.02006E+07 1.01691E+07 1.03713E+07 1.00277E+07 1.0125E+07 2.2847E+07 2.2882E+07 2.25452E+07
1.00657E+07 9.95983E+06 1.00469E+07 9.84053E+06 1.02064E+07 2.26602E+07 2.11888E+07 2.24608E+07
9.69026E+06 1.00918E+07 1.0126E+07 1.02218E+07 1.03067E+07 2.24076E+07 2.14831E+07 2.23474E+07
9.67366E+06 1.03445E+07 9.60118E+06 9.61603E+06 1.00346E+07 2.25208E+07 2.24E+07 2.25657E+07
1.01774E+07 1.02129E+07 9.60548E+06 9.6026E+06 1.00183E+07 2.22709E+07 2.21898E+07 2.2389E+07
1.02005E+07 9.83729E+06 9.55157E+06 9.70007E+06 9.97804E+06 2.12422E+07 2.19502E+07 2.15241E+07
1.00882E+07 1.00104E+07 9.97105E+06 9.88262E+06 1.00091E+07 2.20266E+07 2.30466E+07 2.23281E+07
1.04403E+07 1.01057E+07 9.9044E+06 9.67013E+06 9.87216E+06 2.19709E+07 2.22764E+07 2.10238E+07
1.0091E+07 1.05207E+07 1.03584E+07 9.74618E+06 9.74679E+06 2.09186E+07 2.25904E+07 2.23482E+07
1.01661E+07 9.82664E+06 1.03106E+07 9.88071E+06 9.94523E+06 2.2053E+07 2.27067E+07 2.18296E+07
9.692E+06 1.0047E+07 1.00059E+07 1.03861E+07 9.62406E+06 2.19338E+07 2.13037E+07 2.23744E+07
1.04264E+07 1.00755E+07 1.00303E+07 1.03031E+07 1.04697E+07 2.18094E+07 2.23528E+07 2.28121E+07
